CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography,Gender,HasCrCard,IsActiveMember
619,40,10,0.0,1,147093.84,France,Female,1,1
712,32,9,100606.02,1,165693.06,France,Male,1,0
710,30,6,0.0,2,8991.17,France,Male,1,1
646,18,10,0.0,2,52795.15,France,Male,0,1
654,37,5,112146.12,1,75927.35,Germany,Male,1,0
731,30,5,0.0,2,189528.72,France,Female,1,0
615,36,6,0.0,1,27011.8,France,Male,1,1
485,41,2,100254.76,2,12706.67,France,Male,1,1
554,44,6,92436.86,1,126033.9,France,Female,1,0
705,32,3,0.0,2,129576.99,France,Male,0,0
561,49,1,102025.32,1,133051.64,Germany,Female,1,0
850,51,3,109799.55,2,12457.76,Spain,Male,1,1
439,32,3,138901.61,1,75685.97,Spain,Female,1,0
619,38,6,0.0,2,117616.29,Spain,Female,1,1
712,53,6,134729.99,2,132702.64,Germany,Male,1,1
650,23,4,93911.3,2,69055.45,Germany,Male,1,0
671,34,10,0.0,1,23235.38,Spain,Female,1,0
850,40,6,0.0,1,136985.08,France,Male,1,0
591,34,3,96127.27,1,30972.06,France,Female,0,0
567,41,1,0.0,2,3414.72,Spain,Female,1,0
567,47,2,0.0,1,110900.43,France,Female,0,0
799,35,7,0.0,2,140780.8,Spain,Male,0,1
699,34,8,0.0,1,76510.46,Spain,Male,1,1
581,38,1,0.0,2,46176.22,France,Male,1,0
833,32,6,0.0,1,44323.22,Spain,Male,1,1
715,31,2,112212.14,2,181600.72,France,Female,1,1
808,37,2,100431.84,1,35140.49,Germany,Female,1,0
710,38,3,130588.82,1,154997.64,France,Male,1,1
667,39,2,0.0,2,40721.24,Spain,Female,1,0
606,47,0,137138.2,2,53784.22,Germany,Female,0,1
711,26,9,128793.63,1,19262.05,Germany,Male,1,0
579,33,1,118392.75,1,157564.75,France,Female,1,1
649,33,2,0.0,2,2010.98,France,Male,1,0
553,44,4,0.0,1,10789.3,Spain,Male,1,0
679,24,6,114948.76,2,135768.25,France,Female,0,1
635,50,7,159453.64,2,54560.79,Spain,Male,0,0
682,37,5,0.0,2,112554.68,France,Male,0,1
420,55,4,91893.32,1,144870.28,Spain,Female,1,0
482,55,5,97318.25,1,78416.14,France,Male,0,1
580,33,7,131647.01,2,79775.19,Germany,Female,0,0
528,32,0,68138.37,1,170309.19,Spain,Female,1,1
835,29,10,130420.2,2,106276.55,Germany,Female,0,0
487,31,1,0.0,2,158750.13,Spain,Female,1,0
835,45,3,100212.13,1,152577.62,Spain,Male,1,0
641,33,2,146193.6,2,55796.83,France,Male,1,1
705,33,3,144427.96,2,113845.19,France,Male,1,0
594,38,6,63176.44,2,14466.08,Germany,Male,1,1
673,36,5,73088.06,2,196142.26,Germany,Male,0,0
522,41,7,0.0,2,176780.39,France,Female,0,1
565,59,9,69129.59,1,170705.53,Germany,Male,1,1
661,47,5,0.0,1,107243.31,France,Male,0,1
719,76,10,95052.29,1,176244.87,Germany,Female,1,0
738,33,4,92676.3,1,105817.63,France,Male,1,0
715,28,7,160376.61,1,196853.11,France,Male,0,0
539,34,4,91622.42,1,136603.42,Germany,Female,1,1
637,32,3,0.0,2,197827.06,France,Male,1,1
844,38,7,111501.66,1,119333.38,France,Male,1,1
541,40,7,95710.11,2,49063.42,Germany,Male,1,0
687,47,7,0.0,2,177624.01,France,Female,1,1
755,29,9,117035.89,1,21862.19,France,Male,1,1
542,32,7,107871.72,1,125302.64,France,Male,1,0
686,26,7,0.0,2,1540.89,France,Male,1,0
588,37,7,70258.88,2,139607.61,Germany,Female,1,0
807,47,1,171937.27,1,65636.92,Germany,Male,1,1
712,35,7,124616.23,1,69320.97,France,Male,1,1
655,34,1,116114.93,1,49492.15,Spain,Male,1,1
625,35,5,86147.46,2,163440.8,Germany,Female,1,0
693,41,9,181461.48,3,187929.43,Germany,Female,1,1
728,33,8,129907.63,1,36083.96,France,Male,0,1
688,33,2,0.0,1,27557.18,Spain,Female,0,0
664,25,6,172812.72,2,108008.65,Germany,Male,1,1
709,31,6,0.0,2,71009.84,France,Male,1,1
587,35,3,83286.56,1,125553.52,Spain,Female,1,0
461,34,5,63663.93,1,167784.28,Germany,Female,0,1
511,40,9,124401.6,1,198814.24,Germany,Female,1,0
659,32,3,107594.11,2,102416.84,Spain,Male,1,1
720,23,0,187861.18,2,104120.17,Germany,Male,1,1
829,38,9,0.0,2,30529.88,France,Male,1,0
835,25,7,0.0,2,83449.65,France,Male,1,1
642,30,8,117494.27,1,61977.82,France,Male,0,0
754,27,7,117578.35,2,87908.01,Germany,Male,0,1
810,33,6,0.0,2,77965.67,France,Male,1,1
672,31,6,91125.75,1,177295.92,France,Male,1,0
647,30,6,143138.91,2,2955.46,Germany,Male,1,0
504,73,8,0.0,1,34595.58,France,Female,1,1
559,34,5,68999.66,2,66879.27,France,Female,1,1
527,39,9,96748.89,2,94711.43,Germany,Female,1,0
692,31,2,0.0,2,91829.17,France,Female,1,0
798,39,6,119787.76,1,164248.33,Germany,Female,1,1
634,45,2,0.0,4,101039.53,France,Female,1,0
557,42,6,177822.03,1,150944.31,France,Male,1,0
673,69,3,78833.15,2,37196.15,Germany,Female,1,1
672,53,7,0.0,1,136910.18,France,Female,1,1
653,32,4,83772.95,1,23920.65,France,Female,0,1
678,48,2,0.0,2,32301.88,France,Female,1,1
699,47,1,0.0,2,30117.44,Spain,Male,0,1
542,32,2,131945.94,1,159737.56,Spain,Male,0,1
636,36,6,96643.32,1,182059.28,Germany,Male,0,0
835,20,4,124365.42,1,180197.74,Germany,Male,0,0
753,48,4,0.0,2,146821.42,France,Male,0,1
485,51,7,144244.59,2,51113.14,Germany,Male,1,0
634,41,4,0.0,2,164549.74,Spain,Female,1,1
574,36,3,0.0,2,8559.66,Spain,Male,1,1
651,40,4,0.0,2,147715.83,France,Male,1,1
779,55,0,133295.98,1,22832.71,Spain,Female,1,0
725,33,4,0.0,1,67879.8,France,Female,1,1
544,40,7,0.0,1,161076.92,France,Female,0,1
698,36,2,82275.35,2,93249.26,France,Male,1,1
577,31,4,61211.18,1,145250.43,Germany,Female,1,1
575,37,0,0.0,2,30114.32,Spain,Female,0,0
565,36,6,106192.1,1,149575.59,France,Male,1,0
786,31,9,0.0,2,18210.36,Spain,Male,1,1
583,42,7,0.0,2,144039.05,France,Female,1,0
606,27,2,130274.26,2,147533.09,Germany,Male,1,0
490,31,3,145260.23,1,114066.77,Spain,Male,0,1
672,23,10,110741.56,1,80778.5,Germany,Female,1,0
785,61,4,129855.72,2,170214.82,Spain,Female,1,0
696,60,8,88786.81,1,196858.4,Spain,Male,1,1
597,29,1,132144.35,1,158086.33,France,Female,1,0
619,56,7,0.0,2,42442.21,Spain,Female,1,1
663,31,4,103430.11,2,36479.27,Spain,Male,0,1
584,36,9,0.0,1,105818.51,France,Male,1,1
575,46,1,0.0,2,65998.26,France,Male,1,1
627,27,0,185267.45,2,77027.34,Germany,Male,1,1
636,31,9,80844.69,2,74641.9,Germany,Female,1,1
724,37,6,125489.4,1,118570.53,Germany,Male,1,0
588,41,6,106116.56,2,198766.61,Germany,Male,1,0
690,44,9,100368.63,2,35342.33,Germany,Male,0,0
520,63,5,162278.32,1,34765.33,Spain,Female,1,1
473,32,5,146602.25,2,72946.95,Germany,Female,1,1
427,33,8,0.0,1,13858.95,France,Male,1,1
735,55,6,134140.68,1,2267.88,France,Male,1,0
660,38,7,0.0,2,146585.53,France,Male,0,1
688,46,3,0.0,2,104902.68,Spain,Female,0,1
626,32,0,0.0,2,187172.54,France,Female,0,0
516,45,4,0.0,1,95273.73,France,Female,1,0
590,40,2,117641.43,2,92198.05,Germany,Female,0,0
576,39,1,0.0,2,68814.23,France,Male,1,1
648,45,5,118886.55,1,51636.7,Germany,Female,0,0
670,42,1,115961.58,2,29483.87,France,Female,0,1
620,31,2,166833.86,2,135171.6,Spain,Male,1,1
793,35,2,0.0,2,79704.12,France,Male,1,1
597,39,8,162532.14,3,36051.46,Germany,Female,1,0
726,32,8,0.0,2,185075.63,France,Female,0,0
850,49,5,122486.47,1,59748.19,France,Male,0,1
701,34,6,107980.37,1,119374.74,Spain,Female,1,1
651,45,4,0.0,2,193009.21,Spain,Male,0,0
610,69,5,86038.21,3,192743.06,Germany,Female,0,0
619,28,3,0.0,2,53394.12,France,Female,1,0
676,48,1,131659.59,2,14152.15,Spain,Male,0,1
760,42,0,77992.97,2,97906.38,Germany,Male,1,1
766,38,7,130933.74,1,2035.94,Germany,Female,0,1
575,36,7,0.0,1,55868.97,France,Male,1,1
700,43,0,0.0,2,59475.35,Spain,Female,1,0
594,28,5,185013.02,1,16481.12,Germany,Male,1,0
619,41,8,0.0,3,79866.73,Spain,Female,1,1
771,38,5,137657.71,2,72985.61,Germany,Female,1,0
714,29,6,92887.13,1,69578.49,Germany,Male,1,1
662,36,4,166909.2,2,138871.12,France,Female,1,0
576,29,5,108541.04,1,126469.09,France,Female,1,1
658,24,2,0.0,2,84694.49,France,Female,1,1
664,49,5,127421.78,2,108876.75,Germany,Female,1,0
632,30,2,72549.0,2,182728.8,Germany,Male,0,1
691,35,6,0.0,2,178038.17,Spain,Male,0,1
773,63,9,111179.83,1,93091.02,Spain,Male,1,1
639,22,4,0.0,2,28188.96,France,Male,1,0
669,43,1,160474.59,1,95963.14,France,Female,1,1
726,50,9,94504.35,1,5078.9,Germany,Male,0,1
607,26,1,0.0,1,29818.2,France,Male,1,0
830,40,8,77701.64,1,19512.38,Germany,Female,0,1
756,27,1,131899.0,1,93302.29,Germany,Male,1,0
730,25,5,167385.81,1,56307.51,Spain,Male,1,1
666,47,5,0.0,1,166650.9,Spain,Female,0,0
558,56,7,121235.05,2,116253.1,France,Female,1,1
635,32,8,0.0,2,19367.98,Spain,Female,1,1
808,24,4,122168.65,1,174107.04,France,Male,1,0
475,46,10,0.0,2,122953.0,France,Female,0,0
516,29,2,104982.57,1,157378.5,France,Female,1,0
850,30,6,86449.39,1,188809.23,France,Male,1,1
841,52,3,112383.03,1,85516.37,Germany,Female,1,0
640,46,8,0.0,2,89043.19,Spain,Female,1,0
580,61,8,125921.37,1,94677.83,Spain,Male,1,1
775,66,9,0.0,2,67622.34,France,Female,1,1
685,40,7,0.0,1,72852.74,France,Female,1,0
783,72,5,121215.9,2,105206.48,France,Female,1,1
765,34,8,136729.51,2,47058.21,Germany,Female,0,0
557,28,7,146445.24,2,184317.74,France,Female,1,0
580,42,2,123331.36,1,103516.08,Germany,Female,0,0
612,36,2,130700.92,2,77592.8,Germany,Female,0,0
591,45,5,0.0,2,155492.87,France,Male,1,1
669,30,7,95128.86,1,19799.26,France,Male,0,0
701,41,2,0.0,1,47856.78,France,Female,1,0
632,40,3,193354.86,2,149188.41,France,Male,1,0
544,64,9,113829.45,1,124341.49,France,Male,1,1
667,33,9,124573.33,2,683.37,Germany,Male,0,0
637,33,5,0.0,2,139947.17,France,Male,1,0
642,19,3,113905.48,1,176137.2,Germany,Female,1,1
780,51,4,126725.25,1,195259.31,Germany,Male,1,0
621,27,4,137003.68,1,21254.06,France,Male,1,0
600,26,6,108909.12,1,82547.01,France,Female,1,0
544,37,2,79731.91,1,57558.95,Germany,Male,1,1
796,40,2,113228.38,2,46415.09,Germany,Male,1,1
649,47,1,0.0,2,145593.85,France,Male,1,1
652,31,3,103696.97,3,155221.05,France,Female,0,0
457,33,7,127837.54,1,60013.17,France,Female,0,1
791,35,7,52436.2,1,161051.75,Germany,Female,1,0
497,27,9,75263.16,1,164825.04,Spain,Male,1,1
610,27,4,87262.4,2,182720.07,France,Female,1,0
580,50,0,125647.36,1,57541.08,France,Male,1,0
500,34,6,0.0,1,140268.45,France,Female,1,1
738,37,7,140950.92,2,195333.98,Germany,Male,1,0
689,31,4,0.0,2,136610.02,Spain,Female,1,1
614,32,7,99462.8,2,51117.06,Germany,Male,1,1
599,43,4,0.0,1,170347.1,France,Female,1,0
695,56,1,0.0,3,187734.49,Spain,Male,1,0
614,35,2,127283.78,1,31302.35,Spain,Male,1,1
765,33,5,84557.82,1,69039.43,Spain,Female,1,1
798,58,9,0.0,2,119071.56,Spain,Female,0,0
730,34,5,74197.38,2,96875.52,France,Female,1,0
555,21,1,0.0,2,103901.35,Spain,Male,0,0
441,60,1,140614.15,1,174381.23,France,Male,0,1
694,37,8,98218.04,2,182354.46,Germany,Female,1,0
809,42,6,64497.94,3,182436.81,Germany,Female,0,1
578,32,4,0.0,2,141822.8,France,Male,1,1
775,30,5,0.0,1,193880.6,France,Female,1,0
749,54,3,144768.94,1,93336.3,Germany,Male,1,0
700,28,3,99705.69,2,146723.72,Germany,Female,0,0
651,45,8,95922.9,1,84782.42,Spain,Female,1,0
689,38,6,121021.05,1,12182.15,Spain,Female,1,1
506,41,1,0.0,2,31766.3,France,Female,1,0
669,26,4,0.0,2,197594.34,France,Male,1,1
679,36,3,0.0,2,2243.41,France,Female,1,1
678,37,8,149000.91,2,21472.42,Germany,Female,1,1
605,28,6,0.0,2,159508.52,France,Female,0,0
725,46,6,0.0,2,161767.38,France,Male,1,0
662,32,9,0.0,2,65089.38,France,Male,0,0
689,67,9,157094.78,1,99490.01,Germany,Male,1,1
722,32,4,0.0,2,113666.48,Spain,Female,1,1
446,39,1,90217.07,1,191350.48,France,Female,1,0
606,35,0,135984.15,2,186778.89,France,Female,1,0
786,35,3,0.0,2,92712.97,France,Male,1,0
624,51,10,123401.43,2,127825.25,France,Male,1,1
569,35,3,116969.35,1,94488.82,Spain,Male,0,0
776,38,5,112281.7,1,89893.6,Germany,Male,0,1
774,36,9,114997.42,1,75304.09,France,Female,1,0
479,40,1,0.0,2,114996.43,France,Male,0,0
771,32,9,77487.2,1,33143.04,Germany,Male,0,0
615,35,2,97440.02,2,139816.1,France,Female,1,1
664,41,7,123428.69,1,164924.11,Spain,Male,1,1
618,31,4,0.0,2,29176.04,France,Female,1,0
724,69,5,117866.92,1,62280.91,France,Female,1,1
620,36,7,169312.72,1,45414.09,Spain,Male,1,0
705,31,3,142905.51,1,58134.97,France,Female,1,1
797,31,8,0.0,2,117916.63,Spain,Female,1,0
592,31,2,84102.11,2,116385.24,France,Female,0,1
709,36,0,0.0,2,46811.77,France,Male,1,0
767,35,6,132253.22,1,115566.57,Germany,Female,1,0
684,27,9,122550.05,2,137835.82,France,Female,0,1
512,31,6,0.0,2,168462.26,Spain,Male,1,0
571,30,4,85755.86,1,145115.95,France,Female,1,0
623,40,7,0.0,1,25904.12,Spain,Female,1,1
749,42,2,56726.83,2,185543.35,France,Male,0,1
598,53,10,167772.96,1,136886.86,Germany,Male,1,1
542,29,9,0.0,1,8342.35,France,Male,1,0
712,79,5,108078.56,1,174118.93,Spain,Female,1,1
680,25,4,123816.5,1,90162.35,France,Female,1,1
637,43,8,0.0,1,12156.93,Spain,Male,1,0
739,27,8,98926.4,1,106969.98,Spain,Female,1,1
675,39,6,0.0,2,83419.15,France,Female,0,0
502,40,7,117304.29,1,196278.32,Germany,Female,0,0
706,36,9,58571.18,2,40774.01,Germany,Male,1,0
596,40,5,62389.03,3,148623.43,Germany,Male,1,0
707,35,3,56674.48,1,17987.4,Spain,Female,1,0
574,26,8,97460.1,1,43093.67,France,Male,1,1
662,59,2,104568.41,1,8059.44,Germany,Male,1,0
748,40,3,95297.11,1,171515.84,France,Male,0,0
650,35,3,165982.43,2,24482.16,Germany,Female,1,1
707,44,6,0.0,2,192542.17,France,Female,1,1
424,34,7,0.0,1,16250.61,Spain,Male,1,1
850,35,2,128548.49,4,75478.95,France,Female,1,0
624,23,5,0.0,2,132418.59,France,Female,0,0
709,45,2,0.0,2,162922.65,Spain,Female,0,1
791,34,7,0.0,2,96734.46,France,Male,1,0
690,47,2,0.0,2,151375.73,France,Male,1,0
679,58,8,125850.53,2,87008.17,Germany,Male,1,1
608,28,9,0.0,2,125062.02,France,Female,1,1
597,60,0,131778.08,1,10703.53,France,Female,0,0
717,59,4,0.0,2,170528.63,France,Female,1,1
683,30,10,57657.49,1,79240.9,France,Male,0,0
500,47,8,128486.11,1,179227.12,Spain,Female,1,0
627,27,1,62092.9,1,105887.04,France,Male,1,1
695,32,9,0.0,3,38533.79,Spain,Male,0,1
691,30,9,0.0,1,49594.02,France,Male,1,0
796,24,8,0.0,2,61349.37,France,Male,1,0
763,37,8,0.0,2,933.38,Spain,Male,1,1
601,46,3,98202.76,1,137763.93,France,Female,0,0
729,36,8,109106.8,1,121311.12,France,Female,0,0
746,34,4,0.0,1,65166.6,France,Female,0,1
449,21,7,0.0,2,175743.92,France,Female,0,0
646,31,2,0.0,1,170821.43,Spain,Male,1,1
744,32,4,96106.83,1,79812.77,Germany,Male,1,1
516,37,8,113143.12,1,3363.36,France,Female,0,0
707,32,4,132835.56,1,136877.24,Spain,Female,0,0
668,42,3,150461.07,1,108139.23,France,Male,1,0
512,39,3,0.0,1,134878.19,Spain,Male,1,0
623,44,1,83325.77,1,80828.78,Spain,Male,0,1
682,47,10,134032.01,1,144290.97,Spain,Female,1,0
501,40,4,125832.2,1,100433.83,France,Male,1,1
574,36,1,0.0,2,71709.12,Spain,Male,0,1
728,59,4,0.0,1,163365.85,France,Female,1,1
471,23,6,104592.55,2,131736.23,Germany,Male,1,0
714,44,7,0.0,1,6923.11,Spain,Male,0,1
591,31,8,0.0,1,141677.33,Spain,Male,1,1
850,48,6,111962.99,1,111755.8,Germany,Female,1,0
646,39,0,154439.86,1,171519.06,Germany,Male,1,0
611,40,1,0.0,2,102547.56,France,Male,1,1
776,32,4,109421.13,2,126517.46,Germany,Female,1,1
651,42,2,143145.87,2,43612.06,Spain,Male,1,0
598,35,8,114212.6,1,74322.85,France,Male,1,1
677,37,3,88363.03,1,117946.3,France,Male,0,1
768,42,3,0.0,1,161242.99,Spain,Female,0,0
706,43,1,0.0,2,31962.77,Spain,Female,1,0
689,58,5,0.0,2,49848.86,France,Female,0,1
591,30,8,124857.69,2,50485.7,Spain,Male,0,0
516,32,3,145166.09,2,111421.45,Germany,Male,0,0
780,33,6,145580.61,1,154598.56,Spain,Female,1,1
610,37,10,140363.95,2,129563.86,Spain,Female,1,1
777,37,1,0.0,1,126837.72,France,Male,1,1
705,40,5,203715.15,1,179978.68,Spain,Female,1,0
614,39,3,151914.93,1,56459.45,Spain,Male,0,0
848,31,4,90018.45,2,193132.98,Germany,Male,1,0
529,38,2,0.0,1,146388.85,France,Female,1,0
535,48,9,0.0,1,149892.79,France,Female,1,0
653,27,6,107751.68,2,33389.42,Spain,Female,1,1
639,38,5,130170.82,1,149599.62,Germany,Male,1,1
621,55,7,131033.76,1,75685.59,Germany,Female,0,1
850,40,8,102800.65,1,60811.56,France,Male,1,0
735,53,8,123845.36,2,170454.93,France,Female,0,1
692,47,3,0.0,2,150802.41,Spain,Female,1,0
616,40,9,0.0,2,93717.55,France,Male,0,0
664,55,8,0.0,2,139161.64,France,Male,1,1
610,40,0,0.0,2,62232.6,France,Male,1,0
540,42,9,87271.41,2,172572.64,Germany,Female,1,0
587,40,5,138241.9,2,159418.1,Germany,Male,1,0
628,25,7,0.0,2,195977.75,France,Male,1,1
763,37,6,0.0,2,149705.25,Spain,Female,1,1
814,49,8,0.0,2,157822.54,France,Male,0,0
515,48,5,129387.94,1,147955.91,France,Male,0,1
530,29,5,0.0,2,121451.21,France,Female,0,0
630,23,4,137964.51,1,174570.55,Germany,Female,0,1
620,28,9,71902.52,1,190208.23,France,Male,0,1
668,56,9,110993.79,1,134396.64,Germany,Male,1,0
666,36,3,0.0,2,35156.54,France,Male,1,0
620,37,0,107548.94,1,71175.94,France,Male,1,0
612,33,5,69478.57,1,8973.67,Spain,Male,1,0
696,29,8,0.0,2,191166.09,France,Male,1,0
632,38,4,0.0,2,192505.62,France,Male,0,0
796,56,6,94231.13,1,121164.6,Spain,Male,0,0
630,36,2,110414.48,1,48984.95,France,Female,1,1
802,38,1,142557.11,1,172497.73,France,Male,1,1
526,58,9,190298.89,2,191263.76,Germany,Male,1,1
554,33,3,117413.95,1,12766.74,France,Male,1,1
667,42,9,0.0,2,58137.42,France,Male,0,1
550,44,9,0.0,2,26257.01,France,Male,1,0
691,38,1,0.0,2,44653.5,France,Male,0,0
603,35,1,105346.03,2,130379.5,Germany,Male,1,1
687,41,10,134318.21,2,198064.52,Germany,Male,1,1
773,42,8,152324.66,2,171733.22,Germany,Female,1,0
595,33,9,0.0,2,41447.86,France,Female,1,1
733,35,8,102918.38,1,45959.86,Spain,Male,1,1
783,37,1,136689.66,1,197890.65,Spain,Female,1,0
498,73,2,170241.7,2,165407.96,France,Male,1,1
654,38,8,0.0,2,88659.44,France,Male,1,0
667,31,3,99513.91,1,189657.26,France,Male,1,1
598,64,1,0.0,2,195635.3,France,Male,1,0
632,41,0,106134.46,1,105570.39,France,Male,0,1
534,23,5,104822.45,1,160176.47,France,Female,0,1
452,44,3,88915.85,1,69697.74,Spain,Male,1,0
811,35,7,0.0,1,178.19,France,Female,1,1
488,39,9,140553.46,1,12440.44,Spain,Female,0,0
715,45,4,0.0,2,55043.93,France,Male,1,1
581,27,5,102258.11,2,194681.6,France,Female,1,0
496,36,7,0.0,2,108098.28,France,Female,0,0
707,58,6,89685.92,1,126471.13,France,Male,0,1
592,27,4,0.0,2,183569.25,France,Female,1,1
588,40,10,125534.51,1,121504.18,Germany,Female,1,0
359,44,6,128747.69,1,146955.71,France,Female,1,0
632,21,1,0.0,2,84008.66,France,Female,1,0
617,25,1,102585.88,2,115387.4,France,Male,1,1
687,27,9,152328.88,2,126494.82,Germany,Female,0,0
727,52,4,0.0,2,118429.02,France,Male,1,1
668,25,8,0.0,2,135112.09,Spain,Male,1,1
850,34,9,92899.27,2,97465.89,France,Female,1,0
817,27,7,129810.6,1,59259.44,Germany,Female,1,1
464,33,8,164284.72,2,3710.34,Germany,Male,1,1
697,25,1,0.0,2,87803.32,France,Female,0,0
527,36,6,0.0,2,102280.29,Spain,Female,1,1
543,42,5,0.0,2,101905.34,France,Female,0,0
588,42,2,164307.77,1,48498.19,Germany,Female,1,0
526,30,9,0.0,2,100995.68,France,Male,0,0
595,34,2,87967.42,2,156309.52,Germany,Male,0,1
732,79,10,61811.23,1,104222.8,France,Male,1,1
528,43,7,97473.87,2,159823.16,Spain,Male,1,1
674,36,6,100762.64,1,182156.86,Germany,Female,1,0
561,35,5,0.0,2,59981.62,France,Female,1,0
701,30,3,156660.72,2,45742.42,France,Male,1,0
592,28,2,116498.22,1,144290.25,France,Male,1,0
622,41,9,0.0,2,155786.39,Spain,Female,1,1
651,37,10,117791.06,2,75837.58,Germany,Female,1,1
773,41,7,190238.93,1,57549.65,France,Female,1,1
532,44,3,148595.55,1,74838.64,France,Male,1,0
491,57,4,112044.72,1,41229.73,Germany,Female,1,1
768,25,0,78396.08,1,8316.19,France,Male,1,1
657,30,1,139762.13,2,23317.88,Germany,Male,1,1
724,36,6,94615.11,2,10627.21,Germany,Male,1,1
820,33,2,132150.26,2,23067.97,France,Male,1,0
637,54,5,0.0,1,150836.98,Spain,Female,0,1
789,43,9,116644.29,2,60176.1,Germany,Female,1,1
748,26,1,77780.29,1,183049.41,France,Female,0,1
693,37,1,0.0,2,82867.55,France,Male,1,1
764,44,1,0.0,2,11467.38,France,Female,1,1
780,43,0,0.0,1,15705.27,France,Female,0,1
670,35,2,124268.64,2,84321.03,Spain,Male,0,1
701,42,5,0.0,2,24210.56,Spain,Female,0,0
642,49,4,120688.61,1,24770.22,Germany,Male,1,0
477,39,4,182491.57,1,185830.72,Germany,Female,1,0
781,28,4,0.0,2,177703.15,France,Female,1,0
376,29,4,115046.74,4,119346.88,Germany,Female,1,0
531,70,1,0.0,2,99503.19,Spain,Male,0,0
781,33,3,0.0,2,42556.33,Spain,Male,1,1
520,46,10,85216.61,1,117369.52,France,Female,1,0
491,19,2,125860.2,1,129690.5,Germany,Male,0,0
659,48,4,123593.22,2,82469.06,Germany,Male,1,0
549,41,9,95020.8,3,131710.59,Germany,Male,1,1
544,64,3,124043.8,1,111402.97,France,Female,1,1
766,44,3,116822.7,1,197643.24,Germany,Male,0,0
654,28,7,0.0,2,151316.37,France,Female,1,0
650,50,7,129667.77,1,42028.16,Spain,Female,0,0
698,52,1,107906.75,1,168886.39,Germany,Female,1,0
637,41,9,0.0,2,145477.36,France,Female,1,0
710,28,6,0.0,1,48426.98,Spain,Female,1,0
681,32,3,0.0,2,59679.9,Spain,Female,1,1
687,35,8,100988.39,2,22247.27,Spain,Male,1,0
443,29,9,99027.61,2,10940.4,Germany,Female,1,0
652,45,9,110827.49,1,153383.54,Germany,Female,1,1
624,32,2,79368.87,2,145471.94,France,Female,1,1
701,34,3,105588.66,1,74694.41,France,Female,0,1
638,37,2,89728.86,2,37294.88,Germany,Male,1,1
628,46,1,46870.43,4,31272.14,France,Female,1,0
800,60,6,88541.57,2,131718.12,France,Male,1,1
471,58,4,114713.57,1,36315.03,France,Female,1,1
692,45,6,152296.83,4,108040.86,Germany,Male,0,1
610,36,7,115462.02,1,42581.04,Germany,Male,0,1
794,54,1,75900.84,1,192154.66,Germany,Female,1,1
603,46,2,0.0,2,59563.49,France,Male,1,1
652,75,10,0.0,2,114675.75,Spain,Female,1,1
686,33,9,141918.09,2,184036.47,Germany,Male,0,1
613,45,9,142765.24,2,34749.65,Germany,Female,1,0
642,32,7,100433.8,1,39768.59,Spain,Male,1,1
636,36,5,117559.05,2,111573.3,France,Male,1,1
540,39,1,0.0,1,108419.41,Spain,Male,0,1
668,72,2,0.0,2,70783.61,France,Male,1,1
700,32,8,110923.15,2,161845.81,France,Female,1,1
819,28,8,168253.21,1,102799.14,Spain,Female,1,1
581,40,0,101016.53,1,7926.35,Germany,Male,0,1
608,37,2,130461.02,1,21967.15,Spain,Male,1,0
680,34,6,146422.22,1,67142.97,Germany,Male,1,0
568,28,5,145105.64,2,185489.11,France,Male,1,0
601,74,2,0.0,2,51554.58,France,Male,0,1
660,35,7,0.0,2,13218.6,France,Male,1,0
727,34,2,146407.11,1,72073.72,Germany,Male,1,1
692,36,3,0.0,2,8282.22,France,Female,1,1
642,34,8,0.0,1,72085.1,Spain,Male,1,0
654,29,2,91955.61,1,37065.66,France,Male,1,0
474,54,3,0.0,1,108409.17,France,Male,1,0
739,34,9,0.0,1,60584.33,France,Male,1,0
650,28,5,122034.4,3,146663.43,Germany,Female,0,1
549,45,3,143734.01,2,96404.38,Germany,Female,1,1
623,44,6,0.0,2,167162.43,France,Female,0,0
543,46,5,140355.6,1,85086.78,Spain,Female,1,1
617,39,5,83348.89,3,7953.62,Germany,Female,1,0
672,40,10,102980.44,1,1285.81,Germany,Male,1,0
641,38,3,0.0,2,116466.19,France,Female,1,0
554,45,4,0.0,2,193412.05,Spain,Female,1,1
579,35,1,129490.36,2,8590.83,Spain,Female,0,1
712,33,6,0.0,2,190686.16,France,Female,1,1
745,35,4,98270.34,1,133617.43,Germany,Male,1,0
611,40,7,128486.91,2,10109.47,Germany,Female,1,0
607,44,0,0.0,2,81140.09,France,Male,1,1
549,54,5,92877.33,1,2619.64,Germany,Male,1,0
569,34,6,144855.34,1,196555.32,Spain,Female,0,0
728,28,4,142243.54,2,33074.51,France,Female,1,0
599,44,10,118577.24,1,31448.52,France,Male,1,1
603,44,9,0.0,1,138328.24,France,Male,1,0
780,34,1,0.0,1,64804.04,France,Male,1,1
557,24,4,0.0,1,20515.72,France,Female,0,0
642,26,1,138023.79,2,117060.2,France,Male,0,1
616,45,6,128352.59,3,144000.59,Germany,Female,1,1
507,42,6,0.0,2,34777.23,France,Male,1,0
727,71,8,0.0,1,198446.91,Spain,Male,1,1
639,34,7,149940.04,2,156648.81,Spain,Male,0,0
668,38,10,86977.96,1,37094.75,France,Male,0,1
439,29,6,156569.43,1,180598.66,France,Female,1,0
756,23,1,112568.31,1,113408.11,France,Female,1,1
